"freq","true_freq","pi_hat","real_a_mean","real_c_mean","b_hat.median","b_hat.mean","b.low1","b.high1","b.low2","b.high2","b.low3","b.high3","true_hidden","bH.capture1","bH.capture2","bH.capture3"
0.8,0.794,0.829611932801377,0.200328431118788,0.00394933755366874,0.0182908955247725,0.0201276651840386,0.0115621152528623,0.0395621336564729,0.0108145797109529,0.0288022345020764,0.0195431945601894,0.0207121358078877,0.02,TRUE,TRUE,TRUE
0.8,0.79,0.793608058804154,0.200649434320445,0.00397604838990565,0.0168838726831631,0.0183768102113009,0.0108606145096373,0.0351189771038986,0.0103163752218702,0.0258479165016631,0.0179280981893388,0.018825522233263,0.02,TRUE,TRUE,FALSE
0.8,0.762,0.751794108668017,0.199712990010178,0.00402893959170656,0.0169045407960086,0.0185634223318995,0.0106958075072967,0.036262458364501,0.0101462899950052,0.0264670185156061,0.0180553684656838,0.0190714761981152,0.02,TRUE,TRUE,FALSE
0.8,0.792,0.748089394496135,0.202183312768778,0.00409187565542709,0.0182248500131033,0.0203722109619528,0.0115505108565414,0.0434334457689842,0.0108050712212249,0.0291800377278792,0.0195579985477052,0.0211864233762005,0.02,TRUE,TRUE,TRUE
0.8,0.788,0.779353526811694,0.202447482447789,0.00407218693737551,0.0180378195368706,0.020544189904429,0.0113535148299079,0.0467582162909744,0.0104333280411205,0.0296688381748704,0.0196060234267126,0.0214823563821454,0.02,TRUE,TRUE,TRUE
0.8,0.802,0.844865404884011,0.200151927571148,0.00403853179158301,0.0191166953199838,0.020984345138136,0.0120263718319293,0.0422440365485379,0.011363617887088,0.0300005343448727,0.0203942811218888,0.0215744091543833,0.02,TRUE,TRUE,FALSE
0.8,0.79,0.804119278495154,0.201350788699025,0.00400991075043274,0.018239713024334,0.0207365579656287,0.0118265787531948,0.0467726114645635,0.0108845446234289,0.0291236716591548,0.0196867567775726,0.0217863591536848,0.02,TRUE,TRUE,TRUE
0.8,0.788,0.763726915454548,0.199979148267953,0.00398124623442126,0.017492132753195,0.0225303487735552,0.0109808120764886,0.0967616554192353,0.0100020647041447,0.029498218631261,0.0175047591364764,0.027555938410634,0.02,TRUE,TRUE,TRUE
0.8,0.792,0.826966582755738,0.20039444005496,0.00397531199964656,0.0173906202068735,0.0199621702363044,0.0111281333614138,0.0416859390379514,0.0102958451548989,0.0271844320350337,0.0180558607961123,0.0218684796764966,0.02,TRUE,TRUE,TRUE
0.8,0.824,0.839599194395585,0.200383298519382,0.00400403530369187,0.0184727336835481,0.019924618670485,0.0115943844321476,0.0375053627932118,0.0109416802329176,0.0281692677996878,0.0194847953596473,0.0203644419813227,0.02,TRUE,TRUE,TRUE
0.8,0.822,0.410096247365334,0.199946615903852,0.00398180399830542,0.0215123089222951,0.122130220122849,0.0124358510385414,0.596957775275197,0.00941170223751471,0.439285359774599,-0.104939307768039,0.349199748013736,0.02,TRUE,TRUE,TRUE
0.8,0.842,0.805849703170973,0.200799072832435,0.00398294189963962,0.018392327993035,0.0221278933855449,0.0116414981892574,0.0533526234683177,0.0107765001258958,0.0294422442362837,0.0183207384745089,0.0259350482965809,0.02,TRUE,TRUE,TRUE
0.8,0.828,0.830222995548255,0.201409827097796,0.00407521013047401,0.0194486538998605,0.0218778129714528,0.0123096310858805,0.045355464102289,0.0114483445089286,0.0308268784786028,0.0205490811280518,0.0232065448148537,0.02,TRUE,TRUE,FALSE
0.8,0.81,0.818705045272214,0.200093378025085,0.00393835758547353,0.0177461052701149,0.0195589696865842,0.0112033997202745,0.0390705454682006,0.010668146337162,0.0286213452612328,0.0190026231899259,0.0201153161832424,0.02,TRUE,TRUE,TRUE
0.8,0.83,0.810500156002978,0.202500627643062,0.00408960692947321,0.0182155389315257,0.0199527254592197,0.0115347815793673,0.0396944527516181,0.0106676911173211,0.0283701163260778,0.0193858113446152,0.0205196395738241,0.02,TRUE,TRUE,TRUE
0.8,0.802,0.855126098225591,0.199308383866688,0.00388133232780361,0.0185386525449565,0.0216912790329763,0.0113848076468967,0.0537801021802857,0.0104908737446485,0.0308020648295139,0.0197855038942571,0.0235970541716955,0.02,TRUE,TRUE,TRUE
0.8,0.796,0.777159485363577,0.200458119311524,0.00393993719347669,0.0172524373374111,0.0200018525054243,0.0107389632077452,0.0471588719746469,0.00992975701124667,0.0283632877539333,0.0185933873326598,0.0214103176781887,0.02,TRUE,TRUE,TRUE
0.8,0.796,0.810661109174539,0.201162239114744,0.00406708222428035,0.0169956342626095,0.0186648328742782,0.0107070595306999,0.0371982599967801,0.00997394130431618,0.0264872466370142,0.0181602250163237,0.0191694407322326,0.02,TRUE,TRUE,FALSE
0.8,0.828,0.842077560817502,0.201639872580653,0.0039397361251192,0.0179783779636683,0.0201252616833075,0.0112957579608845,0.0413474186953093,0.0105275288976076,0.0292788937023962,0.0194339153617834,0.0208166080048315,0.02,TRUE,TRUE,TRUE
0.8,0.802,0.812392819240797,0.199749177617937,0.00398318530916631,0.0181812815509894,0.0212744724505216,0.0114565445020432,0.0538865024290448,0.0104647870333121,0.0298561108789573,0.0195070970400436,0.0230418478609997,0.02,TRUE,TRUE,TRUE
0.8,0.776,0.72946665817444,0.200099105735434,0.00390704667375688,0.0176470712214013,0.0194200636451159,0.0110934084246722,0.0391267125976706,0.0103773404745633,0.0281145663476755,0.0188844047549185,0.0199557225353132,0.02,TRUE,TRUE,FALSE
0.8,0.798,0.801531275549511,0.200172479350498,0.0040193775933136,0.0173091144258842,0.0191423613250656,0.0108416794588436,0.0378728774555304,0.0101096777002511,0.0274764157172348,0.0185605049819015,0.0197242176682296,0.02,TRUE,TRUE,FALSE
0.8,0.806,0.817878056879043,0.200683081094444,0.00405077542504939,0.0176952978614209,0.0195361376769878,0.0111245541720844,0.0395436628341348,0.0103982183614102,0.0276511475449764,0.0189140593015886,0.020158216052387,0.02,TRUE,TRUE,TRUE
0.8,0.798,0.758397133433507,0.199413118354122,0.00401287900995638,0.0195535735992142,0.0217618838605313,0.0122244745604739,0.0438530039845403,0.0114168243745886,0.0313688662936226,0.0209157722470765,0.0226079954739861,0.02,TRUE,TRUE,FALSE
0.8,0.808,0.798991414105673,0.198152677276317,0.00398302470477633,0.0192156629544918,0.0218147309442644,0.0118779036557505,0.0491622993085288,0.0108690409620208,0.0315800114536115,0.0208352964775458,0.0227941654109829,0.02,TRUE,TRUE,FALSE
0.8,0.792,0.801316917077097,0.201596311036936,0.00404456332275287,0.0182921296223762,0.02032473041669,0.0117128590012428,0.0414553984616973,0.0110192605689066,0.0285582737206609,0.0195386270303507,0.0211108338030292,0.02,TRUE,TRUE,TRUE
0.8,0.79,0.823097840173304,0.2014283592616,0.00397765718963966,0.0168506510998966,0.0193122894017042,0.0105373048428769,0.0413841442038657,0.00976142798874021,0.0277030879196493,0.0180339024048386,0.0205906763985698,0.02,TRUE,TRUE,TRUE
0.8,0.782,0.792524049761366,0.200858107333651,0.00398496223700173,0.0185066925001997,0.0209467347296138,0.0114790808133985,0.0452695125169881,0.0108135020155109,0.0299761217821789,0.0198004598415877,0.0220930096176399,0.02,TRUE,TRUE,TRUE
0.8,0.774,0.773419684653082,0.201484130650393,0.00398091794857687,0.0177369278672579,0.0204873919946311,0.0111996995225779,0.0496438680365804,0.0102509238616831,0.0290707880000202,0.0193645759465194,0.0216102080427428,0.02,TRUE,TRUE,TRUE
0.8,0.8,0.789385679029268,0.201134954118935,0.00406466592347558,0.0180032091628852,0.0199814485764321,0.0110797916689199,0.0409087467918241,0.0102386621499259,0.0288975878957375,0.019314238570462,0.0206486585824022,0.02,TRUE,TRUE,TRUE
0.8,0.786,0.785098205378591,0.202476934367176,0.00410573001323593,0.018572895914929,0.0203030081168485,0.0116606846585398,0.0390621621297705,0.0108811554775762,0.0290444170358976,0.0196856534920374,0.0209203627416597,0.02,TRUE,TRUE,TRUE
